advertiser,campaign,device_type,frequency_buckets,users_in_bucket,impressions,total_cost,conversions,purchases,total_purchases,product_sales,total_product_sales,roas_totalproductsales,roas_productsales,conversion_rate_total_purchases,conversion_rate_purchases,conversion_rate_impressions_total_purchases,conversion_rate_impressions_purchases,clicks,time_window_start,time_window_end
Demobrand_3,Amazon_CPZ-AMZ-027_2021_Demobrand_3_PCP_Conversion_ROAS,Tablet,Freq 31 to 35,30,996,1.73765,,,,,,,,,,,,3,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 35+,1323,107442,,3,0,3,0,8.97,,,0.002267574,0,2.79E-05,0,134,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 11 to 15,1,15,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 35+,122,7735,,1,0,1,0,13.49,,,0.008196721,0,1.29E-04,0,12,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 21 to 25,1,23,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Consideration_DPVR,Phone,Freq 35+,13126,993236,3865.24758,30,13,30,213.42,544.86,0.14,0.06,0.23%,0.10%,0.00%,0.00%,3046,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 06 to 10,1,7,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Consideration_DPVR_Personal Care,PC,Freq 06 to 10,1202,8658,31.30437,2,0,2,0,33,1.05,0,0.17%,0.00%,0.02%,0.00%,6,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 26 to 30,1,26,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type2_Consideration_DPVR,PC,Freq 26 to 30,27,737,5.68922,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Conversion_ROAS_Personal Care,PC,Freq 35+,528,27165,110.67508,3,1,3,35.94,53.18,0.48,0.32,0.57%,0.19%,0.01%,0.00%,54,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_3,Amazon_CPZ-AMZ-027_2021_Demobrand_3_PCP_Conversion_ROAS,Tablet,Freq 06 to 10,445,3372,7.91861,2,1,2,14.99,43.19,5.45,1.89,0.45%,0.22%,0.06%,0.03%,6,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Consideration_DPVR_Kids,PC,Freq 01 to 05,20849,30425,119.31118,35,13,35,164.46,447.32,3.75,1.38,0.17%,0.06%,0.12%,0.04%,22,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type2_Conversion_ROAS,PC,Freq 06 to 10,11140,83741,582.96068,141,70,141,473.11,1232.88,2.11,0.81,1.27%,0.63%,0.17%,0.08%,22,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type1_Consideration_DPVR,Phone,Freq 21 to 25,722,16556,66.36274,,,,,,,,,,,,79,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 26 to 30,177,4945,,1,1,1,11.28,11.28,,,0.005649718,0.005649718,2.02E-04,2.02E-04,9,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type2_Conversion_ROAS,PC,Freq 35+,4001,358186,1253.96165,35,14,35,88.59,382.31,0.3,0.07,0.87%,0.35%,0.01%,0.00%,112,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_2,Amazon_CPZ-AMZ-027_2021_Demobrand_1_Demobrand_2_Consideration_DPVR,Tablet,Freq 01 to 05,1844,2984,7.79486,5,4,5,57.15,74.76,9.59,7.33,0.27%,0.22%,0.17%,0.13%,8,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type1_Consideration_DPVR,PC,Freq 01 to 05,114595,132315,1243.36132,170,44,170,567.73,1958.32,1.58,0.46,0.15%,0.04%,0.13%,0.03%,19,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Consideration_DPVR_AV_DO NOT BILL,Phone,Freq 11 to 15,5376,66754,520.55141,40,28,40,381.93,824.43,1.58,0.73,0.74%,0.52%,0.06%,0.04%,120,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Consideration_DPVR,PC,Freq 31 to 35,3,99,0.33372,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_2,Amazon_CPZ-AMZ-027_2021_Demobrand_1_Demobrand_2_Conversion_ROAS,Tablet,Freq 01 to 05,3720,7533,29.33279,13,7,13,72.52,136.18,4.64,2.47,0.35%,0.19%,0.17%,0.09%,5,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 35+,1,64,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Consideration_DPVR_AV_DO NOT BILL,PC,Freq 06 to 10,2171,15218,114.40571,12,5,12,46.89,95.09,0.83,0.41,0.55%,0.23%,0.08%,0.03%,2,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Conversion_ROAS,Tablet,Freq 26 to 30,261,7259,22.52361,,,,,,,,,,,,9,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Consideration_DPVR_AV_DO NOT BILL,Tablet,Freq 16 to 20,3,52,0.36228,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Consideration_DPVR_Adults,PC,Freq 01 to 05,242783,367868,1564.33958,590,264,590,3601.14,7995.22,5.11,2.3,0.24%,0.11%,0.16%,0.07%,256,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 21 to 25,35,806,,,,,,,,,,,,,1,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type2_Consideration_DPVR_AV_DO NOT BILL,Tablet,Freq 06 to 10,3,18,0.07513,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 16 to 20,1,16,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Consideration_DPVR_Personal Care,TV,Freq 01 to 05,43,64,0.31689,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 06 to 10,772,5777,,1,0,1,0,15.98,,,0.001295337,0,1.73E-04,0,14,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Conversion_ROAS,Phone,Freq 16 to 20,14076,249227,2011.33381,170,105,170,1165.03,1860.38,0.92,0.58,1.21%,0.75%,0.07%,0.04%,458,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Conversion_ROAS,Phone,Freq 01 to 05,509232,1011624,8683.2933,2637,1649,2637,24362.37,38488.74,4.43,2.81,0.52%,0.32%,0.26%,0.16%,1269,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Consideration_DPVR_Personal Care,PC,Freq 16 to 20,89,1556,3.57424,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Conversion_ROAS_Personal Care,PC,Freq 31 to 35,237,7787,33.69798,2,1,2,14.91,43.31,1.29,0.44,0.84%,0.42%,0.03%,0.01%,2,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 35+,1,40,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Conversion_ROAS_Kids,Tablet,Freq 31 to 35,27,889,2.37164,,,,,,,,,,,,2,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type1_Consideration_DPVR,Tablet,Freq 26 to 30,322,8950,25.65122,,,,,,,,,,,,43,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 16 to 20,1,17,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Kids_Consideration_DPVR,PC,Freq 31 to 35,3,102,0.77964,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Conversion_ROAS_Kids,Phone,Freq 35+,801,39994,133.92163,,,,,,,,,,,,49,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Kids_Conversion_ROAS,Tablet,Freq 26 to 30,8,223,1.10714,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Consideration_DPVR_AV_DO NOT BILL,Tablet,Freq 06 to 10,10,72,0.52461,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type2_Consideration_DPVR_AV_DO NOT BILL,Unknown,Freq 01 to 05,36,37,0.08194,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Conversion_ROAS_Kids,PC,Freq 06 to 10,13145,99415,341.28091,22,8,22,103.86,260.3,0.76,0.3,0.17%,0.06%,0.02%,0.01%,32,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Kids_Consideration_DPVR,TV,Freq 01 to 05,9,12,0.04278,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Conversion_ROAS_Adults,Tablet,Freq 11 to 15,544,6931,32.39627,2,2,2,22.45,22.45,0.69,0.69,0.37%,0.37%,0.03%,0.03%,15,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 35+,292,18772,,1,0,1,0,6.94,,,0.003424658,0,5.33E-05,0,56,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Consideration_DPVR_Kids,PC,Freq 11 to 15,44,540,1.76006,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Conversion_ROAS,Phone,Freq 21 to 25,3793,86070,650.92942,25,17,25,231.83,370.11,0.57,0.36,0.66%,0.45%,0.03%,0.02%,103,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Consideration_DPVR_Adults,Phone,Freq 11 to 15,1020,12740,69.23311,5,4,5,68.65,79.09,1.14,0.99,0.49%,0.39%,0.04%,0.03%,24,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Consideration_DPVR,Phone,Freq 06 to 10,41159,307163,1070.08796,22,11,22,134.18,246.31,0.23,0.13,0.05%,0.03%,0.01%,0.00%,732,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_SnSS_Conversion_SnSS,Tablet,Freq 35+,18,1176,4.61104,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Conversion_ROAS_Personal Care,Tablet,Freq 31 to 35,38,1255,4.00105,,,,,,,,,,,,2,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_2,Amazon_CPZ-AMZ-027_2021_Demobrand_1_Demobrand_2_Conversion_ROAS,Phone,Freq 16 to 20,1641,29110,121.83996,23,12,23,143.26,219.13,1.8,1.18,1.40%,0.73%,0.08%,0.04%,49,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Consideration_DPVR_Personal Care,Unknown,Freq 01 to 05,97,124,0.4273,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 01 to 05,1,1,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Consideration_DPVR,PC,Freq 01 to 05,236823,290493,2041.77897,814,268,814,3000.04,9462.83,4.63,1.47,0.34%,0.11%,0.28%,0.09%,89,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type2_Conversion_ROAS,PC,Freq 01 to 05,107611,199082,1615.52364,647,338,647,2412.53,5932.48,3.67,1.49,0.60%,0.31%,0.32%,0.17%,49,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type1_Conversion_ROAS,PC,Freq 26 to 30,756,21067,110.05907,4,3,4,26.48,33.47,0.3,0.24,0.53%,0.40%,0.02%,0.01%,2,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 26 to 30,1,30,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type1_Conversion_ROAS,Tablet,Freq 01 to 05,2555,4858,27.21309,3,2,3,24.78,32.7,1.2,0.91,0.12%,0.08%,0.06%,0.04%,3,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 06 to 10,1,10,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type1_Consideration_DPVR,PC,Freq 06 to 10,211,1458,13.7527,4,2,4,26.49,49.42,3.59,1.93,1.90%,0.95%,0.27%,0.14%,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Consideration_DPVR_Personal Care,Phone,Freq 31 to 35,126,4129,12.17312,,,,,,,,,,,,14,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-029_2021_Demobrand_1_Hum CRM Test_Conversion_ROAS,Phone,Freq 21 to 25,4,86,0.13776,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 06 to 10,1,8,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Consideration_DPVR_Kids,Phone,Freq 31 to 35,324,10667,37.24958,,,,,,,,,,,,37,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Kids_Consideration_DPVR,PC,Freq 11 to 15,244,3037,25.52294,7,2,7,13.45,75.51,2.96,0.53,2.87%,0.82%,0.23%,0.07%,2,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 35+,1,173,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Consideration_DPVR_Kids,Unknown,Freq 16 to 20,2,33,0.09929,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Consideration_DPVR_Kids,Unknown,Freq 06 to 10,16,122,0.48809,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Consideration_DPVR,Tablet,Freq 35+,1594,108806,233.22868,2,1,2,7.92,27.91,0.12,0.03,0.13%,0.06%,0.00%,0.00%,348,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Consideration_DPVR_AV_DO NOT BILL,PC,Freq 16 to 20,58,1026,7.27537,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Consideration_DPVR_Personal Care,Tablet,Freq 06 to 10,605,4582,10.19566,2,1,2,23.94,53.49,5.25,2.35,0.33%,0.17%,0.04%,0.02%,8,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 06 to 10,1,6,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_2,Amazon_CPZ-AMZ-027_2021_Demobrand_1_Demobrand_2_Conversion_ROAS,PC,Freq 21 to 25,1134,25851,91.90706,11,4,11,41.68,118.06,1.28,0.45,0.97%,0.35%,0.04%,0.02%,6,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Consideration_DPVR_Adults,Tablet,Freq 06 to 10,216,1681,4.21276,,,,,,,,,,,,10,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 11 to 15,1,13,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Consideration_DPVR_Personal Care,Phone,Freq 16 to 20,587,10410,36.65705,,,,,,,,,,,,22,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_SnSS_Conversion_SnSS,Tablet,Freq 01 to 05,12186,20887,97.44179,13,5,13,47.82,136.31,1.4,0.49,0.11%,0.04%,0.06%,0.02%,13,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Conversion_ROAS,PC,Freq 35+,21077,2095004,8393.75809,233,150,233,1935.12,2852.73,0.34,0.23,1.11%,0.71%,0.01%,0.01%,498,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,[CLONED] Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Awareness_CTR_FireTablet_Pen,Tablet,Freq 21 to 25,4,91,0.86996,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 16 to 20,1,16,,,,,,,,,,,,,1,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Kids_Consideration_DPVR,PC,Freq 35+,2,100,0.78703,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Consideration_DPVR,Tablet,Freq 31 to 35,430,14114,30.60674,,,,,,,,,,,,43,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Consideration_DPVR_AV_DO NOT BILL,Phone,Freq 06 to 10,31829,230655,1795.32755,261,185,261,2856.89,3689.53,2.06,1.59,0.82%,0.58%,0.11%,0.08%,493,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Conversion_ROAS_Kids,Tablet,Freq 01 to 05,5322,10365,37.51477,8,2,8,24.76,107.3,2.86,0.66,0.15%,0.04%,0.08%,0.02%,24,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_2,Amazon_CPZ-AMZ-027_2021_Demobrand_1_Demobrand_2_Conversion_ROAS,Tablet,Freq 16 to 20,152,2695,8.48443,,,,,,,,,,,,12,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 26 to 30,460,12821,,1,1,1,17.97,17.97,,,0.002173913,0.002173913,7.80E-05,7.80E-05,15,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 31 to 35,1,34,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Kids_Consideration_DPVR,Phone,Freq 01 to 05,422841,702540,5635.99299,2191,477,2191,3614.04,18903.49,3.35,0.64,0.52%,0.11%,0.31%,0.07%,893,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Conversion_ROAS_Adults,Tablet,Freq 35+,1003,118456,346.08949,4,3,4,40.94,65.92,0.19,0.12,0.40%,0.30%,0.00%,0.00%,145,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_2,Amazon_CPZ-AMZ-027_2021_Demobrand_1_Demobrand_2_Consideration_DPVR,Phone,Freq 31 to 35,80,2637,8.09131,,,,,,,,,,,,7,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 35+,986,50442,,1,0,1,0,15.69,,,0.001014199,0,1.98E-05,0,25,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Consideration_DPVR_AV_DO NOT BILL,Tablet,Freq 06 to 10,12,84,0.65449,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 01 to 05,1,1,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Consideration_DPVR_Personal Care,Tablet,Freq 01 to 05,4369,8218,23.12378,2,0,2,0,25.28,1.09,0,0.05%,0.00%,0.02%,0.00%,16,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 11 to 15,1,11,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Conversion_ROAS_Kids,Phone,Freq 16 to 20,2138,37923,150.19279,3,3,3,40.06,40.06,0.27,0.27,0.14%,0.14%,0.01%,0.01%,40,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 11 to 15,104,1323,,1,1,1,15.88,15.88,,,0.009615385,0.009615385,7.56E-04,7.56E-04,11,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type2_Consideration_DPVR,Tablet,Freq 16 to 20,116,2046,5.68324,,,,,,,,,,,,2,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 06 to 10,1,6,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type1_Conversion_ROAS,TV,Freq 06 to 10,3,20,0.24576,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Consideration_DPVR,Phone,Freq 26 to 30,4252,118523,510.73282,13,8,13,113.21,423.67,0.83,0.22,0.31%,0.19%,0.01%,0.01%,263,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Conversion_ROAS_Adults,PC,Freq 11 to 15,3689,46942,191.073,53,29,53,378.75,582.53,3.05,1.98,1.44%,0.79%,0.11%,0.06%,17,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type3_Consideration_DPVR,Phone,Freq 35+,2834,182647,551.24384,2,0,2,0,17.3,0.03,0,0.07%,0.00%,0.00%,0.00%,662,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Conversion_ROAS_Kids,Tablet,Freq 16 to 20,195,3440,10.03198,,,,,,,,,,,,4,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_1,Amazon_CPZ-AMZ-028_2021_Demobrand_1_Product_Type4_Consideration_DPVR,Unknown,Freq 35+,14,950,3.21284,,,,,,,,,,,,6,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
Demobrand_4,Amazon_TMZ-AMZ-008_2021_Demobrand_4_OC/PC_Conversion_ROAS_Personal Care,Phone,Freq 06 to 10,11611,85699,663.55332,101,42,101,825.78,1513.63,2.28,1.24,0.87%,0.36%,0.12%,0.05%,106,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
,,,Freq 16 to 20,1,18,,,,,,,,,,,,,,2021-08-01T00:00:00.000Z,2021-08-15T00:00:00.000Z
